[22/01/20 09:10:04] @elonmusk - RT by @_Bergelmir_: Cancel Cancel Culture! (Tue 09:35:23) https://twitter.com/elonmusk/status/1262783922708058113
[22/01/20 15:20:14] @elonmusk - RT by @_Bergelmir_: Cancel Cancel Culture! (Tue 09:35:23) https://twitter.com/elonmusk/status/1262783922708058113
[22/02/05 13:10:04] @elonmusk - RT by @_Bergelmir_:  (Sat 12:19:53) http://twitter.com/elonmusk/status/1490057614436282383
[23/01/19 09:57:03] @elonmusk - RT @Tesla - Tesla operates the world’s largest global fast-charging network—40k+ Superchargers in 46 countries, located near amenities & optimized for high-speed charging on road trips https://t.co/XEUJdVzZTP  (Thu 09:56:08) https://twitter.com/Tesla/status/1615741577087062017
[23/01/19 09:57:05] @elonmusk - RT @SpaceX - Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/2EFQLkXX0k  (Thu 09:55:49) https://twitter.com/SpaceX/status/1616101505307934723
[23/01/19 09:57:07] @elonmusk - RT @SpaceX - Liftoff! https://t.co/71UKeM8LRY  (Thu 09:55:46) https://twitter.com/SpaceX/status/1616099507456061442
[23/01/20 11:03:03] @elonmusk - RT @CommunityNotes - We are now admitting contributors from the UK 🇬🇧, Ireland 🇮🇪, Australia 🇦🇺 and New Zealand 🇳🇿 — welcome to Community Notes! Want to help? Sign up here: https://t.co/FSsqNzonnz  (Fri 11:01:24) https://twitter.com/CommunityNotes/status/1616504999844130816
[23/01/20 12:24:06] @elonmusk - RT @BillyM2k - @elonmusk oh that’s actually pretty cool! https://t.co/5m3XiMnazJ  (Fri 12:23:27) https://twitter.com/BillyM2k/status/1616526294967091220
[23/01/20 15:18:08] @elonmusk - RT @Tesla - Track Mode lets you use your Tesla’s instant response & motor torque to feel superhuman on the track—available on Model S Plaid + Model 3 & Y Performance https://t.co/DXPmsEBz4d  (Fri 15:17:32) https://twitter.com/Tesla/status/1616172179690766362
[23/01/20 15:18:10] @elonmusk - RT @Tesla - Heat Pump allows us to move heat around to whatever system needs it most, giving Tesla vehicles unmatched efficiency in cold weather → https://t.co/EwKh0BU8sT  (Fri 15:17:18) https://twitter.com/Tesla/status/1616575113452732423
[23/01/20 15:42:04] @elonmusk - RT @TwitterSupport - For @TwitterBlue subscribers, when you save a new Bookmark, you can still save directly to a folder by holding down the new flag icon. Long press from the Tweet details to access Bookmark folders or individual Tweets after saving a new Bookmark.  (Fri 15:41:05) https://twitter.com/TwitterSupport/status/1616528345700728835
[23/01/23 17:36:09] @elonmusk - RT @SpaceX - Starship completed its first full flight-like wet dress rehearsal at Starbase today. This was the first time an integrated Ship and Booster were fully loaded with more than 10 million pounds of propellant https://t.co/btprGNGZ1G  (Mon 17:34:54) https://twitter.com/SpaceX/status/1617676629001801728
[23/01/24 10:18:11] @elonmusk - RT @SpaceX - After completing Starship’s first full flight-like wet dress rehearsal, Ship 24 will be destacked from Booster 7 in preparation for a static fire of the Booster’s 33 Raptor engines https://t.co/YXSfyBufmX  (Tue 10:17:07) https://twitter.com/SpaceX/status/1617936157295411200
[23/01/24 15:36:08] @elonmusk - RT @Tesla - Thank you to the Tesla team, our supply chain partners & the local community that helped us get here! https://t.co/k4onev0rQP  (Tue 15:35:45) https://twitter.com/Tesla/status/1618016126377799680
[23/01/24 15:36:10] @elonmusk - RT @Tesla - We've come a long way since we broke ground at Giga Nevada in 2014. To date, the team there has successfully produced:   - 7 billion battery cells - 1.5 million battery packs   - 3.6 million drive units   - 1 million energy modules  (Tue 15:35:37) https://twitter.com/Tesla/status/1618016068852932610
[23/01/24 15:36:12] @elonmusk - RT @Tesla - Today, we’re announcing $3.6B of new investment in Giga Nevada. - 4M sq ft of new manufacturing footprint - 3k additional team members - 2 new manufacturing facilities: a 100 GWh 4680 cell factory & our first high-volume Semi factory  Details → https://t.co/4CBOIFLwAW https://t.co/rqXzyE7eRK  (Tue 15:35:28) https://twitter.com/Tesla/status/1618016066504118272
[23/01/25 08:54:04] @elonmusk - RT @Tesla - Full presentation → https://t.co/82uFyKANI8 https://t.co/bcDdpCLKF8	 (Wed 08:51:35) https://twitter.com/Tesla/status/1618285517887668230
[23/01/25 13:54:04] @elonmusk - RT @Tesla - In 2022, we produced & delivered 1.3M+ vehicles 💪	In Q4 we achieved our highest-ever quarterly revenue, operating income & net income → https://t.co/6WkUryAhKO https://t.co/aOzmL76uja  (Wed 13:53:09) https://twitter.com/Tesla/status/1618363090449600515
[23/01/25 14:45:05] @elonmusk - RT @Tesla - Q4 2022 Earnings Call https://t.co/JNL5ovciRJ  (Wed 14:43:08) https://twitter.com/Tesla/status/1618376081802674176
[23/01/25 19:15:07] @elonmusk - RT @SpaceX - Launch and catch tower destacked Ship 24 from Booster 7 on the orbital pad today ahead of the Booster’s static fire test https://t.co/JPcKh7fcvp  (Wed 19:11:55) https://twitter.com/SpaceX/status/1618426581428621317
[23/01/26 21:45:09] @elonmusk - RT @SpaceX - Liftoff! https://t.co/nLJdSIiPZZ  (Thu 21:44:05) https://twitter.com/SpaceX/status/1618542564638068738
[23/01/27 12:03:02] @elonmusk - RT @mtaibbi - I’m trying to assemble a list of news stories and TV segments pegged to Hamilton 68 and will publish it once done, hopefully this weekend. I think people will be shocked by the scale of this  (Fri 12:00:28) https://twitter.com/mtaibbi/status/1619062579883814913
[23/01/27 15:39:02] @elonmusk - RT @mtaibbi - Instead of tracking how “Russia” influenced American attitudes, Hamilton 68 simply collected a handful of mostly real, mostly American accounts, and described their organic conversations as Russian scheming: https://t.co/vxnKAoI9T7  (Fri 15:36:32) https://twitter.com/mtaibbi/status/1619058860131602434
[23/01/29 10:48:06] @elonmusk - RT @lhfang - The “Hamilton 68” dashboard was a high level scam to falsely accuse Russian influence behind everything. Their entire opaque system was a fraud, and virtually every media outlet fell for it. Everyone from NYT to Mother Jones should post a correction: https://t.co/sKyNyvyTlW	 (Sun 10:46:19) https://twitter.com/lhfang/status/1619401307433095168
[23/01/30 15:24:16] @elonmusk - RT @SpaceX - Starlink is now available in Nigeria – the first African country to receive service! → https://t.co/slZbTmZmAt  (Mon 15:21:41) https://twitter.com/SpaceX/status/1620166806722981890
[23/01/31 15:36:08] @elonmusk - RT @Tesla - Melt snow & warm your cabin from a ski lift (or anywhere) in a few minutes using the Tesla app https://t.co/uv7SrsUoG9  (Tue 15:35:30) https://twitter.com/Tesla/status/1620564048466288640
[23/02/02 01:06:06] @elonmusk - RT @SpaceX - Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship https://t.co/9a56rWumR1	 (Thu 01:04:38) https://twitter.com/SpaceX/status/1621057797021659137
[23/02/03 15:09:05] @elonmusk - RT @Tesla - Megapack Factory https://t.co/Ffw3KcxoGf  (Fri 15:08:33) https://twitter.com/Tesla/status/1621627317301776387
[23/02/05 11:30:12] @elonmusk - RT @andst7 - Starlink funziona perfettamente. TIM ha numerosi problemi e non funziona in molte zone del paese. È un buon momento per passare a Starlink, sopratutto per chi vive fuori dalle grandi città. Ordina su https://t.co/WWYxJHYuzB https://t.co/l37hdCvIRA  (Sun 11:28:08) https://twitter.com/andst7/status/1622309335811375106
[23/02/06 17:39:03] @elonmusk - RT @SpaceX - Liftoff! https://t.co/XMKaD3cv1j  (Mon 17:36:49) https://twitter.com/SpaceX/status/1622770350005297154
[23/02/06 18:21:05] @elonmusk - RT @SpaceX - Deployment of @Hispasat’s Amazonas Nexus confirmed https://t.co/jx7uE82UmL	 (Mon 18:18:02) https://twitter.com/SpaceX/status/1622779563066503168
[23/02/07 17:06:09] @elonmusk - RT @SpaceX - A SpaceX Starlink está agora disponível em todo o Brasil, permitindo que os clientes solicitem o serviço em todo o país → https://t.co/slZbTmYOKV https://t.co/cDRiw07gVd	(Tue 17:03:49) https://twitter.com/SpaceX/status/1623119475972227072
[23/02/08 10:06:07] @elonmusk - RT @SawyerMerritt - NEWS: The @Tesla Model Y was the best selling vehicle overall in California in 2022, surpassing the Toyota Camry. Tesla has also moved up to #2 in brand popularity. 1 out of every 10 vehicles sold in CA is now a Tesla. Model 3 was the 2nd best selling vehicle in CA. @elonmusk https://t.co/VjnuQVMiop  (Wed 10:04:29) https://twitter.com/SawyerMerritt/status/1623358387810336768
[23/02/09 10:21:08] @elonmusk - RT @SpaceX - Starlink is now available in Iceland → https://t.co/slZbTmZmAt https://t.co/f7mKS8USnt  (Thu 10:20:32) https://twitter.com/SpaceX/status/1623671522819989504
[23/02/09 12:06:09] @elonmusk - RT @BillyM2k - dude bookmarks are an awesome twitter feature, especially when preparing for a twitter spaces where you want to talk about particular tweets  (Thu 12:03:00) https://twitter.com/BillyM2k/status/1623756715782193153
[23/02/09 13:12:09] @elonmusk - RT @SpaceX - First static fire attempt of 33 Raptor engines on Booster 7 https://t.co/3haor6owfa  (Thu 13:09:37) https://twitter.com/SpaceX/status/1623790980028829696
[23/02/09 13:18:07] @elonmusk - RT @SpaceX - 33 Raptor engine static fire attempt soon https://t.co/wrsWIDt4Vt	(Thu 13:15:30) https://twitter.com/SpaceX/status/1623789193888698368
[23/02/10 12:57:07] @elonmusk - RT @SenBillNelson - It was great to see @SpaceX take a big step forward with Starship's hot fire test!	Starship is integral to @NASA’s Moon to Mars architecture and helping us land astronauts on the Moon. SpaceX’s success is NASA’s success is the world’s success. https://t.co/wARDoUG9Ya  (Fri 12:55:48) https://twitter.com/SenBillNelson/status/1624139186918854657
[23/02/10 13:03:06] @elonmusk - RT @SpaceX - Super Heavy Booster 7 completed a full duration static fire test of 31 Raptor engines, producing 7.9 million lbf of thrust (~3,600 metric tons) – less than half of the booster’s capability https://t.co/cNLmp3Pn7G  (Fri 13:00:02) https://twitter.com/SpaceX/status/1624150738447536128
[23/02/11 06:36:16] @elonmusk - RT @Teslaconomics - If this doesn’t motivate you, I don’t know what does.  33 boosters have been successfully tested and now it’s time to launch Starship to orbit! #SpaceX https://t.co/hbwTTTgIn1  (Sat 06:33:33) https://twitter.com/Teslaconomics/status/1624180264401514497
[23/02/11 21:15:08] @elonmusk - RT @SpaceX - Watch Falcon 9 launch 55 Starlink satellites to orbit → https://t.co/bJFjLCiTbK https://t.co/ylTHl0fe03  (Sat 21:13:54) https://twitter.com/SpaceX/status/1624635556495003649
[23/02/11 21:15:10] @elonmusk - RT @SpaceX - Liftoff! https://t.co/xDVx2vFFqD  (Sat 21:13:49) https://twitter.com/SpaceX/status/1624637375203930112
[23/02/11 22:15:05] @elonmusk - RT @BuckSexton - @elonmusk So many high IQ people recognize the press as their emotional and cultural enforcers, so they become deeply attached to the propaganda machine- Facts be damned.  (Sat 22:13:21) https://twitter.com/BuckSexton/status/1624567487336714240
[23/02/11 22:21:05] @elonmusk - RT @SpaceX - Falcon 9 launches 55 Starlink satellites to orbit https://t.co/kASyhCqrko	(Sat 22:20:34) https://twitter.com/SpaceX/status/1624653996517359617
[23/02/12 20:48:05] @elonmusk - RT @TwitterMktg - Tonight, 84% of big game TV advertisers Tweeted about their campaigns.  Thank you for Tweeting with us.  (Sun 20:46:19) https://twitter.com/TwitterMktg/status/1624977934938169348
[23/02/13 11:36:07] @elonmusk - RT @Tesla - Tesla ecosystem: energy generation, energy storage & electric vehicles https://t.co/P1eGIhnN2v  (Mon 11:34:11) https://twitter.com/Tesla/status/1624439953223520257
[23/02/13 11:48:06] @elonmusk - RT @Tesla - Giga Berlin is the machine that builds the machine 🦾  (Mon 11:45:04) https://twitter.com/Tesla/status/1625219125164314625
[23/02/14 00:03:03] @elonmusk - RT @Tesla - First Model Y & Model 3 deliveries in Thailand 🇹🇭  https://t.co/8XuvtAkFmg https://t.co/1eUD2tNPhP	(Tue 00:00:11) https://twitter.com/Tesla/status/1625403702520516608
[23/02/14 21:45:07] @elonmusk - RT @cb_doge - The Twitter Board of Directors is 🔥 @elonmusk https://t.co/ZALeah6zWg  (Tue 21:43:54) https://twitter.com/cb_doge/status/1625720658801078272
[23/02/17 11:33:13] @elonmusk - RT @SpaceX - Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/CPoMMzPDgS  (Fri 11:30:45) https://twitter.com/SpaceX/status/1626663252624285696
[23/02/17 18:12:11] @elonmusk - RT @SpaceX - Falcon 9 launches 51 Starlink satellites to orbit https://t.co/YYY853SSEs	(Fri 18:10:39) https://twitter.com/SpaceX/status/1626716931146534912
[23/02/17 18:21:03] @elonmusk - RT @Tesla_Megapack - Whether it's sunny or snowing, Megapack continues to power Alaska's Kenai Peninsula https://t.co/4HRDH3xHKN  (Fri 18:18:37) https://twitter.com/Tesla_Megapack/status/1626683712938168330
[23/02/17 20:36:08] @elonmusk - RT @SpaceX - Deployment of @InmarsatGlobal’s I-6 F2 confirmed https://t.co/6BrbGHx5Dd  (Fri 20:33:45) https://twitter.com/SpaceX/status/1626801770843471872
[23/02/19 10:33:03] @elonmusk - RT @SawyerMerritt - PERSPECTIVE: Since January 2022, @Tesla has had 21 "recalls" for 4,132,303 cars (some counted multiple times). 99% of those cars were fixed using a software update that didn’t require customers to go to a dealership or replace parts. Meanwhile, Fiat-Chrysler, Kia, Hyundai, VW &… https://t.co/K9e0tsdHbR  (Sun 10:30:03) https://twitter.com/SawyerMerritt/status/1626697408833900565
[23/02/21 12:09:06] @elonmusk - RT @SpaceX - Crew-6 Dragon arrives at LC-39A ahead of flight https://t.co/QhAKqPFl6t  (Tue 12:07:27) https://twitter.com/SpaceX/status/1627356339788996608
[23/02/21 18:45:10] @elonmusk - RT @SpaceX - Available na ngayon ang Starlink sa Pilipinas → https://t.co/slZbTmZmAt https://t.co/4pl3isvnYX  (Tue 18:42:08) https://twitter.com/SpaceX/status/1628192967935799297
[23/02/22 11:42:04] @elonmusk - RT @Tesla - California Engineering HQ—Remarks by Gov. Newsom/Elon Musk https://t.co/DMoY7TYK5O	(Wed 11:41:18) https://twitter.com/Tesla/status/1628477356804554752
[23/02/22 18:30:10] @elonmusk - RT @Tesla - Engineering HQ opening streaming live on Twitter at 7pm PT	(Wed 18:28:43) https://twitter.com/Tesla/status/1628580655901691904
[23/02/22 19:42:04] @elonmusk - RT @Tesla - In 2022, we grew to 47k direct employees & $5B of capital investment in California.    Today, we’re continuing our investment in California with our new Engineering HQ in Palo Alto ✌️ https://t.co/FvQyRtgNrg  (Wed 19:41:29) https://twitter.com/Tesla/status/1628595857494011904
[23/02/22 21:57:03] @elonmusk - RT @SpaceX - Falcon 9 and Dragon rolling out of the hangar at Launch Complex 39A https://t.co/juR7ZYu6pR  (Wed 21:56:30) https://twitter.com/SpaceX/status/1628608972470259712
[23/02/24 11:12:08] @elonmusk - RT @SpaceX - Crew-6, SpaceX, and @NASA completed a full rehearsal of launch day activities https://t.co/PSdijAQTFx  (Fri 11:11:49) https://twitter.com/SpaceX/status/1629073194702475265
[23/02/24 15:21:02] @elonmusk - RT @SpaceX - https://t.co/icnr9JtmSl  (Fri 15:19:44) https://twitter.com/SpaceX/status/1629241278507491330
[23/02/24 15:21:05] @elonmusk - RT @Tesla - Just another day at the office 😎 https://t.co/QVFdPQkzS2  (Fri 15:19:26) https://twitter.com/Tesla/status/1629259603346169858
[23/02/25 23:33:04] @elonmusk - RT @Jason - BASED SNL https://t.co/qlS0cREmuV  (Sat 23:32:41) https://twitter.com/Jason/status/1629742501291778048
[23/02/26 09:42:04] @elonmusk - RT @SpaceX - Among other enhancements, V2 minis are equipped with new argon Hall thrusters for on orbit maneuvering https://t.co/4G5nI3zsyX  (Sun 09:39:47) https://twitter.com/SpaceX/status/1629898794874687489
[23/02/26 09:42:06] @elonmusk - RT @SpaceX - We call them “V2 Mini”. They represent a step forward in Starlink capability https://t.co/EFVpLFcz7n  (Sun 09:39:44) https://twitter.com/SpaceX/status/1629898468373192707
[23/02/26 19:51:03] @elonmusk - RT @SpaceX - Sunset at the pad https://t.co/K0MUpYc6sM	(Sun 19:47:54) https://twitter.com/SpaceX/status/1629991315378425856
[23/02/27 15:18:08] @elonmusk - RT @SpaceX - Liftoff! https://t.co/OSWplR75Dg  (Mon 15:15:07) https://twitter.com/SpaceX/status/1630345729624641536
[23/02/27 15:18:10] @elonmusk - RT @SpaceX - Watch Falcon 9 launch 21 Starlink V2 Mini satellites to orbit → https://t.co/bJFjLCiTbK https://t.co/nAvuiqqLma  (Mon 15:14:53) https://twitter.com/SpaceX/status/1630343736902430720
[23/02/27 18:24:08] @elonmusk - RT @SpaceX - Falcon 9 launches 21 second-generation Starlink satellites to orbit https://t.co/dpBSeBVWtk  (Mon 18:22:51) https://twitter.com/SpaceX/status/1630377685200551936
[23/02/28 11:30:10] @elonmusk - RT @Tesla - Tesla Investor Day streaming live on Twitter & YouTube at 3pm CT tomorrow  (Tue 11:28:04) https://twitter.com/Tesla/status/1630647924198613004
[23/03/01 14:00:09] @elonmusk - RT @Tesla - Tesla’s purpose is to accelerate the world’s transition to sustainable energy  Today, we’re unveiling Master Plan 3—the path to a fully renewable energy future for 🌎 https://t.co/fsJ7qDpdqF  (Wed 13:58:52) https://twitter.com/Tesla/status/1631044675451645952
[23/03/01 15:45:11] @elonmusk - RT @Tesla - We produced our 4 millionth vehicle at Giga Texas today ✌ https://t.co/YMxb4zX5WB  (Wed 15:42:50) https://twitter.com/Tesla/status/1631075083018989568
[23/03/01 18:12:07] @elonmusk - RT @NASA - Go for launch! Watch #Crew6 blast off to the @Space_Station in @SpaceX's Dragon Endeavour spacecraft. The upcoming launch attempt is scheduled for 12:34am ET (0534 UTC) on Thursday, March 2. https://t.co/1fsIeMlQyY  (Wed 18:10:45) https://twitter.com/NASA/status/1631108570723803136
[23/03/01 21:27:06] @elonmusk - RT @SpaceX - Crew-6 is go for launch https://t.co/GEm1MZJIAt  (Wed 21:24:35) https://twitter.com/SpaceX/status/1631154951316733952
[23/03/01 21:27:08] @elonmusk - RT @SpaceX - Watch Falcon 9 launch Dragon and Crew-6 to the @space_station → https://t.co/bJFjLCiTbK https://t.co/BBhSqwLqDq  (Wed 21:24:30) https://twitter.com/SpaceX/status/1631150797219307521
[23/03/01 21:33:03] @elonmusk - RT @NASA - Rocket fueling has started and all systems remain GO for launch. NASA’s @SpaceX #Crew6 mission is set to lift off at 12:34am ET (0534 UTC). The countdown continues. https://t.co/1fsIeMlQyY	 (Wed 21:30:43) https://twitter.com/NASA/status/1631158408245125122
[23/03/01 21:39:03] @elonmusk - RT @SpaceX - Liftoff of Crew-6! https://t.co/BucEYeIIFe	 (Wed 21:37:07) https://twitter.com/SpaceX/status/1631166308288172032
[23/03/03 10:42:04] @elonmusk - RT @SpaceX - More pics of Dragon and Crew-6 approaching the @space_station this morning https://t.co/G06pguu9No	 (Fri 10:39:23) https://twitter.com/SpaceX/status/1631642124264550400
[23/03/06 23:45:06] @elonmusk - RT @greg_price11 - 🚨BREAKING: Never before seen video of January 6 shows Jacob Chansley, the QAnon Shaman, being led through the Capitol by police the entire time that he was in the building. https://t.co/rikoRMWezF  (Mon 23:41:56) https://twitter.com/greg_price11/status/1632912031882805250
[23/03/07 08:36:13] @elonmusk - RT @nypost - Today's cover: Jan. 6 footage shows Capitol cops escorting QAnon Shaman to Senate floor https://t.co/3KjImd8uoA https://t.co/eiesbcZ9Cf  (Tue 08:35:17) https://twitter.com/nypost/status/1633074624056508418
[23/03/07 08:45:09] @elonmusk - RT @nypost - Footage shows Capitol cop Brian Sicknick uninjured on Jan. 6 https://t.co/6IKF1l3MLv https://t.co/MwBtj6pQ77  (Tue 08:43:37) https://twitter.com/nypost/status/1632914531587354625
[23/03/07 14:33:09] @elonmusk - RT @GailAlfarATX - “We don’t want to be one of those lame, one-planet, civilizations, please!!” - @elonmusk today live on Morgan Stanley Conference. 🎬 https://t.co/pxOC6PwNSW	 (Tue 14:30:24) https://twitter.com/GailAlfarATX/status/1633196888554889216
[23/03/07 16:21:04] @elonmusk - RT @Teslaconomics - Twitter will be the place where world participants go to find the truth with the least amount of error. @elonmusk https://t.co/tTgABs3u37  (Tue 16:20:55) https://twitter.com/Teslaconomics/status/1633260357560172545
[23/03/09 14:54:07] @elonmusk - RT @SpaceX - Falcon 9 launches 40 @OneWeb satellites to orbit, first stage booster returns to Earth https://t.co/z7ReK0lfmH  (Thu 14:51:22) https://twitter.com/SpaceX/status/1633941127081652224
[23/03/10 21:51:03] @elonmusk - RT @Space_Station - The hatch is now closed between the @SpaceX Dragon Endurance spacecraft and the space station as the crew prepares for undocking. @NASA TV coverage resumes at 1:45am ET. More details.. https://t.co/XOktgzcXff https://t.co/imGj4i8Hty  (Fri 21:49:20) https://twitter.com/Space_Station/status/1634429414732705794
[23/03/11 00:09:05] @elonmusk - RT @Space_Station - Crew-5 is returning to Earth after undocking from the station in the @SpaceX Dragon Endurance at 2:20am ET. @NASA TV coverage of deorbit and splashdown resumes at 8pm ET. More details.. https://t.co/VHA9C3xjdQ https://t.co/DwXELixwup  (Sat 00:07:31) https://twitter.com/Space_Station/status/1634461442832232449
[23/03/11 17:12:07] @elonmusk - RT @SpaceX - Watch Dragon and Crew-5 return to Earth → https://t.co/bJFjLCiTbK https://t.co/BKA0lxCI1f	(Sat 17:10:40) https://twitter.com/SpaceX/status/1634720380580691968
[23/03/13 13:24:07] @elonmusk - RT @tesla_europe - Regenerative braking turns our motors into generators, converting kinetic energy into electricity—recharging your Tesla's battery & slowing down the vehicle Using the motors instead of friction brake means brake pads last longer & need to be replaced less frequently https://t.co/S20faYaASK  (Mon 13:23:24) https://twitter.com/tesla_europe/status/1635338519421022209
[23/03/13 21:15:06] @elonmusk - RT @CommunityNotes - Sign up to become a Community Notes contributor: https://t.co/FSsqNzonnz  (Mon 21:12:29) https://twitter.com/CommunityNotes/status/1635491237439602691
[23/03/14 18:15:06] @elonmusk - RT @SpaceX - Dragon separation confirmed; autonomous docking with the @space_station on Thursday, March 16 at ~7:52 a.m. ET https://t.co/f46gQX7jLy  (Tue 18:12:19) https://twitter.com/SpaceX/status/1635803956533399553
[23/03/14 20:45:08] @elonmusk - RT @SpaceX - Falcon 9 launches Dragon to the @space_station https://t.co/mGKZYW0pEa  (Tue 20:41:43) https://twitter.com/SpaceX/status/1635826648431067137
[23/03/16 12:39:04] @elonmusk - RT @Tesla - Ultra Red https://t.co/Hwx4KQY2Wk  (Thu 12:35:46) https://twitter.com/Tesla/status/1636446199296270336
[23/03/18 04:18:04] @elonmusk - RT @tesla_europe - 🛝 at Giga Berlin 😎 https://t.co/BaHn3ALcyO	 (Sat 04:17:08) https://twitter.com/tesla_europe/status/1637040078546509826
[23/03/20 16:03:06] @elonmusk - RT @SpaceX - View from the second stage following last week's launch of SES-18 and SES-19 to a geosynchronous transfer orbit https://t.co/GbSbq6ob2m  (Mon 16:02:23) https://twitter.com/SpaceX/status/1637942606020890624
[23/03/21 14:42:08] @elonmusk - RT @TwitterSafety - We recently partnered with @Sprinklr for an independent assessment of hate speech on Twitter, which we’ve been sharing data on publicly for several months. Sprinklr’s AI-powered model found that the reach of hate speech on Twitter is even lower than our own model quantified 🧵  (Tue 14:41:46) https://twitter.com/TwitterSafety/status/1638255718540165121
[23/03/22 17:12:06] @elonmusk - RT @SpaceX - Starlink is now available in Haiti → https://t.co/slZbTmYOKV  (Wed 17:10:10) https://twitter.com/SpaceX/status/1638692986014900225
[23/03/24 15:39:05] @elonmusk - RT @SpaceX - Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship https://t.co/34f8zYCKbz	 (Fri 15:37:19) https://twitter.com/SpaceX/status/1639294066688163842
[23/03/24 15:39:07] @elonmusk - RT @SpaceX - Liftoff! https://t.co/QJUch6L6QQ  (Fri 15:37:14) https://twitter.com/SpaceX/status/1639291982676893696
[23/03/29 15:57:02] @elonmusk - RT @SpaceX - Falcon 9’s first stage has landed on the Just Read the Instructions droneship https://t.co/BeO1VrgvOe  (Wed 15:56:17) https://twitter.com/SpaceX/status/1641171017354694657
[23/03/29 15:57:04] @elonmusk - RT @SpaceX - Liftoff! https://t.co/92i7ApdDfz  (Wed 15:56:14) https://twitter.com/SpaceX/status/1641168813134839810
[23/03/29 15:57:06] @elonmusk - RT @SpaceX - Starlink ahora disponible en Ecuador → https://t.co/5suNxFvtEH  (Wed 15:56:06) https://twitter.com/SpaceX/status/1641207206518616066
[23/03/31 01:27:05] @elonmusk - RT @tesla_europe - Brewed for cyborgs, made by humans—Giga Bier now available → https://t.co/5IBX8ymKa4 https://t.co/R3vYgqKrx7	 (Fri 01:25:00) https://twitter.com/tesla_europe/status/1641515008050749462
[23/04/02 12:51:07] @elonmusk - RT @SpaceX - Falcon 9’s first stage has landed on Landing Zone 4 https://t.co/BLWjuHjSOj  (Sun 12:49:11) https://twitter.com/SpaceX/status/1642536772134658048
[23/04/02 12:51:09] @elonmusk - RT @SpaceX - Liftoff! https://t.co/5c215blpg7  (Sun 12:49:09) https://twitter.com/SpaceX/status/1642534920399597568
[23/04/02 12:51:11] @elonmusk - RT @Tesla - In Q1, we produced over 440k vehicles & delivered over 422k vehicles → https://t.co/BNCUpVjHEj  (Sun 12:48:29) https://twitter.com/Tesla/status/1642612636352126976
[23/04/05 21:24:13] @elonmusk - RT @Tesla - Tesla Master Plan, Part 3 → https://t.co/3E69ytIzYH	 (Wed 21:21:17) https://twitter.com/Tesla/status/1643766694609920000
[23/04/06 20:27:03] @elonmusk - RT @CommunityNotes - ¡Hola 🇲🇽 y 🇪🇸! ¡Oi 🇵🇹! Welcome to all the new contributors in Mexico, Spain and Portugal - we're glad to have you here.  (Thu 20:26:41) https://twitter.com/CommunityNotes/status/1644155965904756738
[23/04/06 21:48:04] @elonmusk - RT @SpaceX - Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship https://t.co/dThsFpG0xL	 (Thu 21:47:49) https://twitter.com/SpaceX/status/1644198531186696192
[23/04/06 21:48:08] @elonmusk - RT @SpaceX - Liftoff! https://t.co/rz5nqXReDC  (Thu 21:46:15) https://twitter.com/SpaceX/status/1644195998347202560
[23/04/06 22:42:03] @elonmusk - RT @SpaceX - Deployment of @Intelsat IS-40e confirmed https://t.co/LSKxNia9R7  (Thu 22:40:13) https://twitter.com/SpaceX/status/1644204205153083392
[23/04/07 09:12:05] @elonmusk - RT @SpaceX - Falcon 9 launches @INTELSAT IS-40e to orbit https://t.co/yOukGyz9GJ  (Fri 09:09:07) https://twitter.com/SpaceX/status/1644370642207404033
[23/04/07 18:03:03] @elonmusk - RT @TitterDaily - NEWS: Fmr President Obama gets an affiliate badge on Twitter 👀 https://t.co/UkCF0pLYxB https://t.co/Wv81tRd8lY  (Fri 18:01:50) https://twitter.com/TitterDaily/status/1644432205404336132
[23/04/09 20:21:02] @elonmusk - RT @TeslaCharging - 45k Superchargers around the world — and counting https://t.co/DkVMdk8Cre  (Sun 20:18:15) https://twitter.com/TeslaCharging/status/1645170447707967488
[23/04/11 11:27:02] @elonmusk - RT @SpaceX - Falcon Heavy in the hangar at Launch Complex 39A https://t.co/7la68mjfVD  (Tue 11:26:22) https://twitter.com/SpaceX/status/1645806285550669827
[23/04/11 13:00:09] @elonmusk - RT @SpaceX - Teams are focused on launch readiness ahead of Starship’s first integrated flight test as soon as next week, pending regulatory approval – no launch rehearsal this week https://t.co/SpsRVRsvz1 https://t.co/ovYUQgAjAc  (Tue 12:57:52) https://twitter.com/SpaceX/status/1645875678657810439
[23/04/12 00:45:08] @elonmusk - RT @__SeriousGemini - question of the year tbh https://t.co/1Hk1zSYH1N	(Wed 00:43:01) https://twitter.com/__SeriousGemini/status/1646025227997184000
[23/04/12 09:54:05] @elonmusk - RT @SpaceX - Starship at sunrise https://t.co/iYfOTcUtPm  (Wed 09:52:34) https://twitter.com/SpaceX/status/1646192595851415555
